id,SalePrice
2658,169529.0152358485
2718,147252.98280731324
2414,213098.2608860354
1989,103438.2897522148
625,173143.18006737658
333,89316.71881783537
1327,113224.92145522921
858,158565.88531426317
95,179534.24089976377
1568,172616.87787859168
2482,158088.74842659963
1364,131993.11756744268
2584,149952.5367014806
818,265665.77956727287
2673,165238.84463782646
2089,128263.72823355798
1297,147466.46874292867
790,115379.6902095961
2616,186332.0855169799
720,179036.37505246885
222,151974.07081122856
557,125296.63572788893
1148,195545.52096920108
2766,179957.85075924936
534,186942.88139043035
1452,121726.5713837326
630,126174.11421732095
2648,379607.387051474
125,151632.74177261564
1904,75439.82556633299
1670,113446.44725186078
756,111146.33572083451
717,194801.28653243024
1032,161118.85093836323
852,215654.24187185982
1731,181662.14793367087
2639,130620.39018549699
2071,87878.30859867434
1267,117702.15422126498
1851,182478.32785015585
567,150499.13792925287
2439,199566.11854041362
1898,151360.9733841464
647,160543.83378437953
2256,218890.42393369583
979,90052.31256814566
1444,216374.77489478214
2485,121720.96347213513
157,127500.06719680919
88,121527.54691130077
2003,117330.3589418621
186,175957.56846415994
1425,239100.49158277022
2695,124129.51175896575
738,111867.48775442714
395,161278.25171547846
1353,161077.5546000606
1878,139065.4366591677
390,159203.51806761732
1456,236553.99716378792
1103,308559.0880848421
1387,137558.70058593093
2070,141532.43402222186
1199,177387.94278544426
2479,168005.45640950926
501,294724.75119136355
2362,101043.94359988974
1718,194991.0376572026
2188,86522.15787107994
1483,159638.1900296521
2557,93855.30171874253
437,387428.73858320515
2224,216519.35011475952
1628,166902.334118064
397,139014.68282512552
587,192687.13867153134
2182,1092411.501662048
971,143362.9933023236
2611,143997.0837955587
1887,106603.62758435728
2399,348496.14232605405
2148,192976.19150621284
304,124587.33214434203
1997,127778.38572118228
2817,109483.18544510353
1431,206926.82738494294
427,345282.761362927
263,124806.40713107593
598,167871.31860742555
2895,211978.15450425044
687,153838.34961935153
1822,135374.26758534604
2191,103537.87973417227
179,127276.15568284702
1009,194241.27646752025
2010,140049.3180677371
1991,143563.14856528828
1411,173986.69113431033
1721,216338.61690466237
1144,187188.90096100466
593,210734.84919532287
575,303035.29350265115
1249,165517.30919371612
1604,128605.98129878119
1064,605436.0273353383
1923,149788.66145288412
1988,102538.7528507234
2325,173524.1981026418
114,200411.31548062505
2700,164335.15447133177
217,137914.96199280798
343,175375.70196762064
386,215935.9024586274
2005,123965.61769265025
2908,144664.66057339695
1814,247549.85006454916
2446,560602.5856047001
208,134665.98907551198
1679,105868.15872030449
822,332807.66983506654
6,198337.43377673844
1781,430422.3275766349
2397,309590.18390296446
2340,332397.6393610601
1618,175736.73375017403
2843,135159.1286018207
1061,346848.9347331446
2786,123125.38576060224
1935,134714.45974584046
1341,131905.1800097925
521,276653.7787655988
2136,135659.7683293679
996,208713.54840723492
227,147932.31382786104
135,182304.2534500687
1167,170202.73053862338
294,236472.696636563
1776,197742.26525233474
540,172274.77325962172
1717,198889.44458672978
2303,134271.89574325742
116,186844.57318265253
127,138623.7388082419
1371,135356.00477048339
1014,138949.00940949234
1507,105975.9929028869
702,113970.57605898354
750,147605.54672323714
261,152667.50746712153
1559,96482.07931941729
577,213821.1352183575
2812,193418.68217194674
2080,152110.07574132012
1368,107967.74506070578
2376,128392.8685640173
659,109280.43510250561
1235,136606.86450681693
332,77091.9798511752
1917,141236.752372517
2094,242785.73052944482
1460,257521.79027664568
1471,226883.8867016325
1509,121984.80395000239
1922,137726.4093352463
433,563434.3540555174
460,240499.88731239497
1116,256761.60310491573
1137,168000.34282976386
53,165885.22147013785
2354,270772.96624787315
1475,192429.48540724124
1761,583468.3033558868
842,144005.8597607731
2739,169752.27616983562
2509,146431.9134650533
1007,194375.49812811497
2610,186062.84850700788
1952,84717.20111013066
2719,151090.93618933012
